target,has_domain,has_birth_date,has_photo,can_post_on_wall,can_send_message,has_website,gender,has_short_name,has_first_name,has_last_name,access_to_closed_profile,is_profile_closed,has_nickname,has_maiden_name,has_mobile,all_posts_visible,audio_available,has_interests,has_books,has_tv,has_quotes,has_about,has_games,has_movies,has_activities,has_music,can_add_as_friend,can_invite_to_group,subscribers_count,is_blacklisted,has_career,has_military_service,has_hometown,marital_status,has_universities,has_schools,has_relatives,is_verified,is_confirmed,has_status,posts_count,avg_likes,links_ratio,hashtags_ratio,avg_keywords,avg_text_length,attachments_ratio,avg_comments,reposts_ratio,ads_ratio,avg_views,posting_frequency_days,phone_numbers_ratio,avg_text_uniqueness,has_occupation,occupation_type_university,occupation_type_work,has_personal_data
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,85,0,0,0,1,0,0,0,0,0,0,0,20,1.9,0,0,0.4,28.35,0.95,0,0,0,21.85,0.95,0,1,Unknown,Unknown,Unknown,1
1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,181,0,0,0,0,0,1,0,0,0,0,Unknown,,,,,,,,,,,,,,,1,1,0,Unknown
1,1,Unknown,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,1,1,0,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,71,0,0,0,0,0,0,0,0,0,0,0,20,0.25,0.2,0.05,15.25,1558.1,0.95,0,0.95,0,12.25,141.36,0,0.68,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,1,1,0,Unknown
1,1,Unknown,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,45,0,0,0,1,0,1,1,0,0,0,Unknown,,,,,,,,,,,,,,,1,1,0,1
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,204,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,,,,,,,,,,,,,,,1,1,0,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.25,0.1,11.3,1107.7,0.95,0,1,0,0.35,0.01,0,0.74,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,131,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.6,0.35,45.1,2345.5,0.95,0,1,0,1.3,0,0,0.68,Unknown,Unknown,Unknown,1
1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,108,0,0,0,0,1,1,0,0,0,0,Unknown,20,0,0.65,0.4,48.9,2687.45,0.95,0,1,0,0.5,0,0,0.66,1,1,0,1
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,Unknown,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.05,0.1,17.95,1493.1,0.85,0,1,0,2.25,0.01,0,0.65,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,130,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,20,0,0.6,0.4,52,2731.9,1,0,1,0,6.7,0,0,0.66,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,0,0,2,1,1,1,1,0,0,Unknown,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,70,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,55,0,0,0,1,1,0,1,0,0,0,Unknown,20,0.05,0.15,0.2,10,1019.8,0.9,0,1,0,1.75,0.01,0,0.71,Unknown,Unknown,Unknown,1
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,108,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,20,0,0.15,0.3,6.55,489.3,0.9,0,1,0,1.05,0.01,0,0.84,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,1,0,0,Unknown
1,1,Unknown,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,1,4,1,1,0,0,0,Unknown,20,0.15,0.1,0,18.65,1782.8,0.85,0,0.95,0,8.05,136.78,0,0.64,1,1,0,1
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,1,1,0,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.1,0.35,5.2,256.7,0.95,0,1,0,0.95,0.01,0,0.78,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,64,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,1,1,0,1
1,1,Unknown,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,Unknown,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,1,0,0,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,Unknown,20,0,0.1,0.2,3.55,248.95,0.95,0,1,0,1,0.01,0,0.74,1,1,0,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.4,0.3,56.3,3542.55,0.9,0,1,0,2.05,0.02,0,0.7,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,20,0,0.5,0.3,38.35,2261.45,0.95,0,1,0,5.5,0,0,0.63,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,183,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,20,3.4,0,0.05,0.95,81.95,0.35,0,0.9,0,0,50.4,0,0.7,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,1,0,1,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,74,0,0,0,0,0,0,1,0,0,0,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,Unknown,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,1,1,0,Unknown
1,1,Unknown,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,45,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.35,0.2,53.45,4308.5,0.8,0,1,0,0.05,0.02,0,0.7,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,1,2,1,1,1,1,0,0,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,1,0,0,0,0,0,0,Unknown,20,0,0.4,0.25,15.5,688.25,0.95,0,1,0,0.45,0,0,0.53,Unknown,Unknown,Unknown,1
1,1,1,0,0,0,0,1,1,1,1,0,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44,0,0,0,1,0,1,1,0,0,0,Unknown,20,0,0.7,0.25,47.05,2536.15,0.95,0,1,0,4,0,0,0.57,1,1,0,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.2,0.1,18.7,1564.7,0.85,0,1,0,4.25,0.01,0,0.78,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0,0.1,21.25,2231.45,1,0,1,0,1.85,0.01,0,0.56,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.6,0.3,46.95,2506.1,0.95,0,1,0,1.5,0,0,0.61,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,1,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,0,1,1,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,Unknown,20,0.05,0.2,0.15,16,1189.35,0.95,0,1,0,2.7,0.01,0,0.67,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,1,1,0,0,0,Unknown,20,0,0.6,0.35,51.6,2824.6,0.95,0,1,0,1.1,0,0,0.65,1,1,0,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,1,0,0,0,Unknown,20,0,0.55,0.25,37.75,2229.55,0.95,0,1,0,0.9,0,0,0.52,Unknown,Unknown,Unknown,Unknown
1,1,1,0,0,0,0,2,1,1,1,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,147,0,0,0,0,0,0,0,0,0,0,Unknown,20,0,0.05,0.15,6.3,392.4,0.85,0,1,0.05,9.95,0.01,0,0.8,Unknown,Unknown,Unknown,Unknown
1,1,1,1,0,1,0,2,1,1,1,1,0,0,Unknown,1,1,1,0,0,0,0,0,0,0,0,0,1,0,35,0,0,0,1,1,0,0,1,0,0,Unknown,20,0,0.2,0.2,4.55,311.1,1,0,1,0,0.55,0.01,0,0.63,Unknown,Unknown,Unknown,1
1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,Unknown,20,0,0.15,0.05,3.35,187.7,0.95,0,0.4,0,4.55,0.07,0,0.35,Unknown,Unknown,Unknown,Unknown
1,1,Unknown,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,1,1,0,0,0,Unknown,20,1,0.15,0.2,11,1066.25,1,0,1,0,2.4,0.01,0,0.69,1,1,0,Unknown
